ugc_id,created_user_id,ugc_name,description_text,tag_text
10649,30647,"RECEPTION IDEAS","I WOULD LIKE TO HAVE A GREAT RECEPTION WITH OUT PAYING A LOT OF $$$$. MY FIANCE AND I ARE PAYING FOR THE WEDDING AND DO NOT HAVE A LOT OF $$$$","Beauty and Attire"
10649,30647,"RECEPTION IDEAS","I WOULD LIKE TO HAVE A GREAT RECEPTION WITH OUT PAYING A LOT OF $$$$. MY FIANCE AND I ARE PAYING FOR THE WEDDING AND DO NOT HAVE A LOT OF $$$$",Planning
10649,30647,"RECEPTION IDEAS","I WOULD LIKE TO HAVE A GREAT RECEPTION WITH OUT PAYING A LOT OF $$$$. MY FIANCE AND I ARE PAYING FOR THE WEDDING AND DO NOT HAVE A LOT OF $$$$","Style And Decor"
10652,49101,"How to list kid's entree on the response card????","My venue has a chicken fingers option for children under 12.  I want to be sure that parents know their kids are something different than the adults, but I don't know how to say that on the response cards (and i'm not sure i'm up for calling everyone directly).  Any suggestions?","Etiquette and Advice"
10666,42553,"Aisle Runners","Has anyone purchased a signature ailse runner for their cermony and if so where did you get yours from? I have found several websites but they start at $200. I have thought about making one but it seems like a large task to take on. The wedding ailse is 110ft so it would be a nice decorative piece to add.","Style And Decor"
10667,61159,"Welcome Reception -- How to word on Invite","Hello, we are getting married away. Most guests will be driving in at least 4 hours to get to our location. We plan to host a casual welcome reception (appetizers & beer), instead of a rehearsal dinner, the night before and open it up to all of our guests.

I plan to insert a single card with our wedding invites to notify guests.

Any suggestions on wording of the invite?? ","Etiquette and Advice"
10667,61159,"Welcome Reception -- How to word on Invite","Hello, we are getting married away. Most guests will be driving in at least 4 hours to get to our location. We plan to host a casual welcome reception (appetizers & beer), instead of a rehearsal dinner, the night before and open it up to all of our guests.

I plan to insert a single card with our wedding invites to notify guests.

Any suggestions on wording of the invite?? ",Honeymoon
10671,61183,"does anyone know of a quality (has to be good!), reasonably priced bakery for a wedding cake???","my favorite bakery closed down and now i dont know where to get my cake. i am planning this on my own and really need help. i have a strict budget and would like to know if anyone knows any good places i can check out. thank you so much for your input! i live in northern new jersey.",Planning
10678,61222,"Ordained pastor in Seattle","We are not very religious and though we do go to church once a month, we are affiliated to a specific one. The pastor of the church we go to has asked that we go every week for a year, we both travel for work and are never in town. We are looking for someone who is willing to meet with us 3 or 4 times and marry us, since we both want a pastor and I want to walk down the isle. I would really appreciate all your help as we are desperate to find an ordained pastor!
Thanks,","Etiquette and Advice"
10678,61222,"Ordained pastor in Seattle","We are not very religious and though we do go to church once a month, we are affiliated to a specific one. The pastor of the church we go to has asked that we go every week for a year, we both travel for work and are never in town. We are looking for someone who is willing to meet with us 3 or 4 times and marry us, since we both want a pastor and I want to walk down the isle. I would really appreciate all your help as we are desperate to find an ordained pastor!
Thanks,",Planning
10680,61235,"bridal shower with small wedding?","my sister is actually the bride, who has cut her wedding reception to intimate friends and immediate family, making it a small dinner, not a reception, but is having a formal church wedding, inviting all origional guests...does she get the full bridal shower as planned? she has only decided to do this because she wants the people closest to her to share her day without all the formalities of mingling with people she sees rarely. ","Etiquette and Advice"
10680,61235,"bridal shower with small wedding?","my sister is actually the bride, who has cut her wedding reception to intimate friends and immediate family, making it a small dinner, not a reception, but is having a formal church wedding, inviting all origional guests...does she get the full bridal shower as planned? she has only decided to do this because she wants the people closest to her to share her day without all the formalities of mingling with people she sees rarely. ","Fun Stuff"
10680,61235,"bridal shower with small wedding?","my sister is actually the bride, who has cut her wedding reception to intimate friends and immediate family, making it a small dinner, not a reception, but is having a formal church wedding, inviting all origional guests...does she get the full bridal shower as planned? she has only decided to do this because she wants the people closest to her to share her day without all the formalities of mingling with people she sees rarely. ",Planning
10701,55641,"Carnival Cruises - Thoughts, reviews, etc?","My fiance and I are currently looking into a cruise for our honeymoon, and there is a Carnival cruise in our price range leaving on the perfect day and going to places we want to visit (Southern Carribean). Has anyone taken a Carnival Cruise that wants to share their experience?",Honeymoon
10708,61214,"When I design my own website from this site, how will I know what my url address it?  HELP!","I am designing a website for my guests but can't find ANYWHERE what my address would be.  does anyone know that has done this before.  Thanks a ton!","Fun Stuff"
10708,61214,"When I design my own website from this site, how will I know what my url address it?  HELP!","I am designing a website for my guests but can't find ANYWHERE what my address would be.  does anyone know that has done this before.  Thanks a ton!",Planning
10734,53835,"my dad is catering...","and he wants me to cut my guest list down to 75 people because he wants to buy ribs ans steak and chicken and sea food but i would like my guest list to cut off at 150 people. this is the only thing that he is paying for and i am soo happy that he is doing this much because he didn't help my sister with her wedding at all. how do i convince him that 150 people isn't that many and he doesn't have to buy 150 pieces of everything to feed the guests?? and for that matter how do i tell him that i would like a few more varieties of food at the reception, i would even be willing to buy the extras??",Planning
10736,55641,"Carnival Cruises - Thoughts, reviews, etc?","My fiance and I are currently looking into a cruise for our honeymoon, and there is a Carnival cruise in our price range leaving on the perfect day and going to places we want to visit (Southern Carribean). Has anyone taken a Carnival Cruise that wants to share their experience?

Also, do you think there will still be lots of kids and families there if we are going the first week in November?

Sorry to anyone who is seeing this twice, I had originally posted it in Answers and then decided Discussions was better.",Honeymoon
10739,59019,"Denver Wedding on a budget HELP!!","Gary and me have been together for 11 years. We have 2 great boys. We have considered our-selfs married for at least the last 5 years but then out of no where he asked me to marry him. We don't have a a lot of money because we are buying a house in jan 2009 my mom says she will pay for a wedding and is soooo excited she is giving us 2000 plus buying my dress we want to have a nice wedding I am really the only lady in my family to have a actual wedding so when i say wait a year you can imagine everyone says no you have to do it NOW(lol) SO any ideas for places, photographers, caterers, well just anything that would save us money ;-) We want it to be inside and we can not do it in ours or anyones home. We will have 30 or less guest ANY IDEAS??? Thanks in advance!",Planning
10748,31333,"A little problem","Ok, I'll be 21 on July 20, 2009.  In Mississippi, you have to be 21 before you can get married without parental consent.  Well, the wedding date that I want is July 4, 2009.  Here's my problem.  I'm planning on going to a different junior college for 2 more years for medical billing and coding.  My parents think this is great and they love my fiance, but they don't want to see me get married before I finish school.  I understand this, but I've also thought this through.  My fiance is going into heating and air conditioning and can make very good money.  We were planning on looking at our financial situation in January to see if we can handle it.  Also, I think I have a better chance of getting a pell grant to go to school.  I'm afraid my dad won't listen (my mom feels the same but is more flexible).  If we don't think we can handle it, we'll wait, but what do I do about my dad short of pushing the wedding back to 11 days after my 21st birthday when I won't need his consent anymore?","Etiquette and Advice"
10748,31333,"A little problem","Ok, I'll be 21 on July 20, 2009.  In Mississippi, you have to be 21 before you can get married without parental consent.  Well, the wedding date that I want is July 4, 2009.  Here's my problem.  I'm planning on going to a different junior college for 2 more years for medical billing and coding.  My parents think this is great and they love my fiance, but they don't want to see me get married before I finish school.  I understand this, but I've also thought this through.  My fiance is going into heating and air conditioning and can make very good money.  We were planning on looking at our financial situation in January to see if we can handle it.  Also, I think I have a better chance of getting a pell grant to go to school.  I'm afraid my dad won't listen (my mom feels the same but is more flexible).  If we don't think we can handle it, we'll wait, but what do I do about my dad short of pushing the wedding back to 11 days after my 21st birthday when I won't need his consent anymore?",Planning
10751,61837,"Ideas to distinguish bridesmaid and matron of honor??","I have one bridesmaid and a matron of honor. Because of their sizes, I suggested wearing different dresses, but in the same color. Since I'm doing that, there is nothing that distinguishes the Maid of Honor. What can I do??","Beauty and Attire"
10751,61837,"Ideas to distinguish bridesmaid and matron of honor??","I have one bridesmaid and a matron of honor. Because of their sizes, I suggested wearing different dresses, but in the same color. Since I'm doing that, there is nothing that distinguishes the Maid of Honor. What can I do??","Fun Stuff"
10751,61837,"Ideas to distinguish bridesmaid and matron of honor??","I have one bridesmaid and a matron of honor. Because of their sizes, I suggested wearing different dresses, but in the same color. Since I'm doing that, there is nothing that distinguishes the Maid of Honor. What can I do??",Planning
10758,61939,"My wedding is on Valentines Day, I have hearts w/lady bug vases for the center pieces what could I put in them","My wedding is Black, Pink and Red. The vases have red and black on them and they aren't very tall and about 1"" wide. I thought about putting a light pink/white rose with babies breath and some green leaves of some sort. I'm not sure if it will look good though. The reception hall is a fun atmosphere but I don't want to look cheap either. So Please help with some ideas. Thanks!",Planning
10758,61939,"My wedding is on Valentines Day, I have hearts w/lady bug vases for the center pieces what could I put in them","My wedding is Black, Pink and Red. The vases have red and black on them and they aren't very tall and about 1"" wide. I thought about putting a light pink/white rose with babies breath and some green leaves of some sort. I'm not sure if it will look good though. The reception hall is a fun atmosphere but I don't want to look cheap either. So Please help with some ideas. Thanks!","Style And Decor"
10759,57865,"Can anyone suggest how to pick wedding colors?","I need help deciding on wedding colors. I just don't know where to start. Please help!!!","Style And Decor"
10760,57865,"Can anyone tell me how you decided on a location?","I come from a military family so my family is everywhere. The majority of my fiance's family is in New York. Is this the only thing we should take into consideration?",Planning
10767,54566,"Simple Wedding - Can I dress up BBQ??","OK. So my wedding is for under 30 guests (only immediate family and closest freinds) Initially we had chosen a very elegant looking Bed and Breakfast and they were going to cater a nice dinner (chicken, potatoes, veggies, ect) nothing too fancy but nice. My colors are ivory and gold adding in light pink as an accent. I have lots of elegant gold accesories already. Now we have changed venues to a nice but rustic historic home (MUCH less expensive, better photo ops and we get it a lot longer. Now that weare looking at catering that isn't onsite it is more expensive with delivery and set up. FI is really wanting BBQ. We can afford to give them ALOT more options and it's also his personal favorite. So my question is, can I dress it up and keep my china, ivory linens, roses and gold accents? Most BBQ receptions I see are outside with daisys and checkered table cloths (which is cute, but not what I want. I'm going for casual elegance, lol)","Fun Stuff"
10767,54566,"Simple Wedding - Can I dress up BBQ??","OK. So my wedding is for under 30 guests (only immediate family and closest freinds) Initially we had chosen a very elegant looking Bed and Breakfast and they were going to cater a nice dinner (chicken, potatoes, veggies, ect) nothing too fancy but nice. My colors are ivory and gold adding in light pink as an accent. I have lots of elegant gold accesories already. Now we have changed venues to a nice but rustic historic home (MUCH less expensive, better photo ops and we get it a lot longer. Now that weare looking at catering that isn't onsite it is more expensive with delivery and set up. FI is really wanting BBQ. We can afford to give them ALOT more options and it's also his personal favorite. So my question is, can I dress it up and keep my china, ivory linens, roses and gold accents? Most BBQ receptions I see are outside with daisys and checkered table cloths (which is cute, but not what I want. I'm going for casual elegance, lol)",Planning
10767,54566,"Simple Wedding - Can I dress up BBQ??","OK. So my wedding is for under 30 guests (only immediate family and closest freinds) Initially we had chosen a very elegant looking Bed and Breakfast and they were going to cater a nice dinner (chicken, potatoes, veggies, ect) nothing too fancy but nice. My colors are ivory and gold adding in light pink as an accent. I have lots of elegant gold accesories already. Now we have changed venues to a nice but rustic historic home (MUCH less expensive, better photo ops and we get it a lot longer. Now that weare looking at catering that isn't onsite it is more expensive with delivery and set up. FI is really wanting BBQ. We can afford to give them ALOT more options and it's also his personal favorite. So my question is, can I dress it up and keep my china, ivory linens, roses and gold accents? Most BBQ receptions I see are outside with daisys and checkered table cloths (which is cute, but not what I want. I'm going for casual elegance, lol)","Style And Decor"
10769,39740,"Private ceremony/public reception.  Can I have a shower?","My fiance and I are going to have an elopement/private ceremony with no guests.  However, we are inviting all of our friends and family to a reception with food, drinks, cake, music, etc.  Is it okay for us to have wedding shower or is it bad form?","Etiquette and Advice"
10777,62076,"We want to ask for Money instead of Gifts how do we do that?","We want to have money towards our honeymoon and to pay off the debt of the wedding. This is both our second marriage and we have everything for our home.  How do we ask for money instead of another blender.","Etiquette and Advice"
10777,62076,"We want to ask for Money instead of Gifts how do we do that?","We want to have money towards our honeymoon and to pay off the debt of the wedding. This is both our second marriage and we have everything for our home.  How do we ask for money instead of another blender.","Fun Stuff"
10777,62076,"We want to ask for Money instead of Gifts how do we do that?","We want to have money towards our honeymoon and to pay off the debt of the wedding. This is both our second marriage and we have everything for our home.  How do we ask for money instead of another blender.",Planning
10787,49101,"Reception Venue Double-booked!","My fiance's parents booked Akbar Restaurant in Islin, NJ in December for a reception in May. The venue called and said that they had booked another party in October, but forgot to put it in the books! Now my MIL is upset and doesn't know what to do. With less than 3 months to go... we're a little worried about finding another place. 

Besides finding a new location, I'd like to know what I can do to prevent this restaurant from doing this to someone else. Does contacting the BBB work? ","Etiquette and Advice"
10787,49101,"Reception Venue Double-booked!","My fiance's parents booked Akbar Restaurant in Islin, NJ in December for a reception in May. The venue called and said that they had booked another party in October, but forgot to put it in the books! Now my MIL is upset and doesn't know what to do. With less than 3 months to go... we're a little worried about finding another place. 

Besides finding a new location, I'd like to know what I can do to prevent this restaurant from doing this to someone else. Does contacting the BBB work? ",Planning
10788,62076,"Paul Newman  & Joanne Woodward  Jan 29th  1958 Reading at their wedding","In the Art of Marriage: The little things are the big things. It is never being too old to hold hands. It is remembering to say 'I love you' at least once a day. It is never going to sleep angry. It is at no time taking the other for granted; the courtship should not end with the honeymoon, it should continue through all the years. It is having a mutual sense of values and common objectives. It is standing together facing the world. It is forming a circle of love that gathers in the whole family. It is doing things for each other, not in the attitude of duty or sacrifice, but in the spirit of joy. It is speaking words of appreciation and demonstrating gratitude in thoughtful ways.It is not looking for perfection in each other. It is cultivating flexibility, patience, understanding and a sense of humor. It is having the capacity to forgive and forget.It is not only marrying the right partner, it is being the right partner.","Fun Stuff"
10788,62076,"Paul Newman  & Joanne Woodward  Jan 29th  1958 Reading at their wedding","In the Art of Marriage: The little things are the big things. It is never being too old to hold hands. It is remembering to say 'I love you' at least once a day. It is never going to sleep angry. It is at no time taking the other for granted; the courtship should not end with the honeymoon, it should continue through all the years. It is having a mutual sense of values and common objectives. It is standing together facing the world. It is forming a circle of love that gathers in the whole family. It is doing things for each other, not in the attitude of duty or sacrifice, but in the spirit of joy. It is speaking words of appreciation and demonstrating gratitude in thoughtful ways.It is not looking for perfection in each other. It is cultivating flexibility, patience, understanding and a sense of humor. It is having the capacity to forgive and forget.It is not only marrying the right partner, it is being the right partner.",Planning
10789,62180,"Churches in NoVa open to non-members?","My fiancee are of different Christian denominations, and hoping to find a church in Northern Virginia that allows non-members to use it for ceremonies. Does anyone know of a list, or have a recommendation? Closer to Old Town, the better.",Planning
10795,57447,"i am planing my engagement party and i dont know were to have it that is not to exspenseive??","there are going to be about 34 people attending,i live in baltimore md and i cant find any where that is not to exspencive","Fun Stuff"
10798,62192,"Creative Ideas for asking your bridesmaids","The girls I am asking have been my best friends since grade school and they basically already assume they are in the wedding. I've been engaged for awhile now and still haven't formally asked anyone. Does anyone have any cute/creative/inexpensive ideas for asking them to be bridesmaids? I do want to do something special which is mainly why I have waited so long.","Fun Stuff"
10798,62192,"Creative Ideas for asking your bridesmaids","The girls I am asking have been my best friends since grade school and they basically already assume they are in the wedding. I've been engaged for awhile now and still haven't formally asked anyone. Does anyone have any cute/creative/inexpensive ideas for asking them to be bridesmaids? I do want to do something special which is mainly why I have waited so long.",Planning
10799,51202,"Such thing as un-scented colored votive candles for cheap?","I am in need of 15 dozen un-scented colored votives in Ivory and Plum but that seems hard to find for a reasonable price.  I have been searching on-line for vendors but haven't come up with any real standouts.  If anyone has any advice on where to look, I am open to suggestions.","Style And Decor"
10809,46901,"How do i figure out the ceremony from start to finish. What do i do and when kind of stuff.","Its not a religious wedding. ","Fun Stuff"
10812,41582,"Brand new 2 week old dress for sale!! Wedding cancelled!","The dress is a David's Bridal T9315 that I spent $549.00 for and the weil is a 2 tier style #700 that was $169.00. My wedding was just cancelled and I would really like to get something back out of this dress. I have pictures of me in it and the veil and you can also go to their site to see the pics. The dress is white and a size 12. corset top, maybe this can be someone else's dream dress! ","Beauty and Attire"
10812,41582,"Brand new 2 week old dress for sale!! Wedding cancelled!","The dress is a David's Bridal T9315 that I spent $549.00 for and the weil is a 2 tier style #700 that was $169.00. My wedding was just cancelled and I would really like to get something back out of this dress. I have pictures of me in it and the veil and you can also go to their site to see the pics. The dress is white and a size 12. corset top, maybe this can be someone else's dream dress! ",Planning
10812,41582,"Brand new 2 week old dress for sale!! Wedding cancelled!","The dress is a David's Bridal T9315 that I spent $549.00 for and the weil is a 2 tier style #700 that was $169.00. My wedding was just cancelled and I would really like to get something back out of this dress. I have pictures of me in it and the veil and you can also go to their site to see the pics. The dress is white and a size 12. corset top, maybe this can be someone else's dream dress! ","Style And Decor"
10813,48497,"Royal Caribbean Cruise","So my fiance and I are planning on going on a 9-night Royal Caribbean cruise a couple months after our wedding.  I have been on a Carnival Cruise a few years ago and enjoyed that, but the port that this Royal Caribbean cruise is leaving out of is close enough to us that we don't need to fly.  So saving money on the flight is nice and the dates work out for our schedules.  So anyways, I was just wondering what people's experiences have been on Royal Caribbean?  Thanks!!",Honeymoon
10814,61994,"Has anyone ever been to/ had a reception at the Courtyard on Main in Freehold, NJ??","I am thinking about a reception there but I did not see many reviews online. If anyone has ever been to a wedding there I would love some feedback. 

Thanks!!",Planning
10816,48497,"Water Bottle wedding favor!","In looking through the tons and tons of wedding favors ideas...I love the idea of having water bottles as one of our wedding favors!  Our wedding is in August and you know how hot it can get then, so I just love the idea!  I was just wondering if anyone has done this idea before, or knows someone who has, that can tell me where is the best place to order these?  I would be willing to put the labels on the bottles myself if it would save me some money, otherwise I would like to have the bottles come already labeled.  I would appreciate all your ideas!!  Thanks!!","Fun Stuff"
10819,46901,Thanks,"Thanks Melissa, that answered my question. ","Fun Stuff"
10823,60704,"Centerpiece Ideas for a Beach Themed Wedding?","I need some ideas for centerpieces that are creative and not something that you see all the time for a beach themed reception.  I would like some how incorporate flowers, sand, and shells in it, but I am having a total mind block as to how to do it!",Planning
10826,57954,"What goes into the ceremony program?","Does anyone have a good reference for what information should go into the wedding program?","Etiquette and Advice"
10826,57954,"What goes into the ceremony program?","Does anyone have a good reference for what information should go into the wedding program?",Planning
10835,55142,"Does anyone know where to sell a wedding dress?","I have two dresses and when I pick the one I am going to wear, I would like to try to sell the other.  Any ideas?","Style And Decor"
10848,46106,"I can't wait!","Our wedding is two months out and all of the plotting and planning is really starting to come together.  The more details I go over, the more excited I get.  I seriously cannot wait to get married!

I hope planning and life in general are going well for all of you.

/Cheers!",Planning
10852,62793,"Can anyone suggest a reasonable florist for my wedding at the Greenbrier in WV?","The only florist I've been able to find is Gillespies, and they seem way overpriced.  Does anyone know of a good, reasonably priced wedding florist in the area around the Greenbrier Resort?","Style And Decor"
10860,16415,"Invitations are lost. What do I do.??","Well Everyone I have two issues. I have checked with 75 percent of my guest that are invited. And they have not received there invitations. I have  gone to the Post office. To speak to a supervisor who has seemed to have gone ""Postal"". He just cant help. The invites were sent out on January 22nd 2008. And today we are over one month. So Now I am biting nails. And dont know what to do. I also have changed my reception hall to a new place. And I am thinking of just making up new invites and sending them out again. But I am concerned that the ""lost"" invites and the ""New"" Invites may collide. And my budget is really a factor. What confusion. Talk about a nightmare. Can someone help me.

Alexandra :O/","Etiquette and Advice"
10860,16415,"Invitations are lost. What do I do.??","Well Everyone I have two issues. I have checked with 75 percent of my guest that are invited. And they have not received there invitations. I have  gone to the Post office. To speak to a supervisor who has seemed to have gone ""Postal"". He just cant help. The invites were sent out on January 22nd 2008. And today we are over one month. So Now I am biting nails. And dont know what to do. I also have changed my reception hall to a new place. And I am thinking of just making up new invites and sending them out again. But I am concerned that the ""lost"" invites and the ""New"" Invites may collide. And my budget is really a factor. What confusion. Talk about a nightmare. Can someone help me.

Alexandra :O/","Fun Stuff"
10860,16415,"Invitations are lost. What do I do.??","Well Everyone I have two issues. I have checked with 75 percent of my guest that are invited. And they have not received there invitations. I have  gone to the Post office. To speak to a supervisor who has seemed to have gone ""Postal"". He just cant help. The invites were sent out on January 22nd 2008. And today we are over one month. So Now I am biting nails. And dont know what to do. I also have changed my reception hall to a new place. And I am thinking of just making up new invites and sending them out again. But I am concerned that the ""lost"" invites and the ""New"" Invites may collide. And my budget is really a factor. What confusion. Talk about a nightmare. Can someone help me.

Alexandra :O/",Planning
10861,55641,"Best ways to improve your credit?","In preparation for the eventual house buying, etc that will be happening in our future, FI and I are working on improving our collective credit score. What are the best ways to improve your credit?

Paying off debt is the no-brainer, we are already working on that. What other steps can we take?","Fun Stuff"
10865,60648,"Silk or Real Flowers?","I just wanted to get some feedback on flowers.  I am not a big ""flower"" person and have decided to go with the silk flowers for bouquets, bouts, etc since I feel like real flowers are kind of a waste.  yea they smell good but then you pay all that money and they are dead in 3 days.  So really, what's the point?  I also looked online and they were cheaper.  However, I am getting feedback from a couple of vendors that they are actually more expensive so now I don't know what to do.  Has anyone done silk flowers and what did you think vs. real?
Thank!","Beauty and Attire"
10865,60648,"Silk or Real Flowers?","I just wanted to get some feedback on flowers.  I am not a big ""flower"" person and have decided to go with the silk flowers for bouquets, bouts, etc since I feel like real flowers are kind of a waste.  yea they smell good but then you pay all that money and they are dead in 3 days.  So really, what's the point?  I also looked online and they were cheaper.  However, I am getting feedback from a couple of vendors that they are actually more expensive so now I don't know what to do.  Has anyone done silk flowers and what did you think vs. real?
Thank!","Style And Decor"
10883,63131,"Fall Wedding - Can't find the right Green BM dress","I have went shopping for a bridesmaid dress at least three times.  I am looking for a dark olive green dress, and trying to stay away from hunter.  I keep finding great dresses but they are not offered in the green I am imagining.  It usually a Spirng green.  I did find a great green at David's Bridal - Olivine, but it only comes in two short dresses.  Please help!","Beauty and Attire"
10883,63131,"Fall Wedding - Can't find the right Green BM dress","I have went shopping for a bridesmaid dress at least three times.  I am looking for a dark olive green dress, and trying to stay away from hunter.  I keep finding great dresses but they are not offered in the green I am imagining.  It usually a Spirng green.  I did find a great green at David's Bridal - Olivine, but it only comes in two short dresses.  Please help!","Style And Decor"
10892,54566,"Emotional Bride! HELP","SO our wedding is this June. We just started planning in January and like alot of you we are paying for it ourselves. We live very modestly and are having a small wedding for 30 or less. Of course it is still stressful and expensive. FI tells me this morning he is concerned about us blowing money (keep in mind we are UNDER our set budget) and is ""going along with it all"" for me but would really prefer to elope. :( Needless to say, I am taking it very personal! I know he wants to get married, he's made that clear. It's the WEDDING that he's not all into right now. I'm really upset by it all. Am I overreacting? How do I explain that it's not just some silly party to me. (Mind you our budget is VERY low as it is so it's not like we are going in debt or broke. But next year he starts his Phd and our income will be cut in half. I know his worries are practical. But it's our wedding!)  Please tell me what you think. And do no men really get into the wedding??","Fun Stuff"
10892,54566,"Emotional Bride! HELP","SO our wedding is this June. We just started planning in January and like alot of you we are paying for it ourselves. We live very modestly and are having a small wedding for 30 or less. Of course it is still stressful and expensive. FI tells me this morning he is concerned about us blowing money (keep in mind we are UNDER our set budget) and is ""going along with it all"" for me but would really prefer to elope. :( Needless to say, I am taking it very personal! I know he wants to get married, he's made that clear. It's the WEDDING that he's not all into right now. I'm really upset by it all. Am I overreacting? How do I explain that it's not just some silly party to me. (Mind you our budget is VERY low as it is so it's not like we are going in debt or broke. But next year he starts his Phd and our income will be cut in half. I know his worries are practical. But it's our wedding!)  Please tell me what you think. And do no men really get into the wedding??",Planning
10893,38919,"Edible centerpieces?","Is it unique and interesting or tacky to have edible centerpeices for the wedding made of fruit?","Style And Decor"
10895,55641,"Sandals Resorts","Everyone is scaring me with the reviews of Carnival Cruise Lines... who has gone to Sandals? What are your thoughts? Did you like it, and would you go back? How much did it cost you?

FI and I are looking at St Lucia - Halcyon, for 7 nights. Thanks!",Honeymoon
10897,52150,"New Jersey Limo Company","Anyone have any ideas on where I can find an affordable, dependable limo service in northern New Jersey??",Planning
10898,37859,"wedding canopy","i have been looking for this canopy for a couple of weeks now and can not find it anywhere. so i figured i would ask around and see if anyone know where to find one or if you have one if you wanted to sell it. it is normally found only at oriental trading company and is called the wedding canopy with bells and ivy strings. if you want to see a picture of it go to their website and in the search box type in 42/13350 its the product number. any help would be great thanks a bunch.",Planning
10898,37859,"wedding canopy","i have been looking for this canopy for a couple of weeks now and can not find it anywhere. so i figured i would ask around and see if anyone know where to find one or if you have one if you wanted to sell it. it is normally found only at oriental trading company and is called the wedding canopy with bells and ivy strings. if you want to see a picture of it go to their website and in the search box type in 42/13350 its the product number. any help would be great thanks a bunch.","Style And Decor"
10903,63430,"photo locations","Hi everyone. I am getting married next saturday and I am wondering about a location for pictures after the ceremony that is inside. I prefer somewhere around st.charles county. We only have an hour and a half in between. I tried the kemp auto museum, but they have a reception at that time and I know about the ameristar fountain. Any other suggestions?
Thanks!
Lisa",Planning
10912,63581,"What do you do when the Bride thinks she has to plan her own shower?","As the MOH I was more than willing to host & throw a bridal shower, to keep cost down I wanted to do a home cooked lunchon, no alcohol. Close friends & family enjoying the day.  But I've been informed by the bride my house isn't good enough & she wants the event catered with a full bar.  There are 4 bridesmaid but none of them are willing to help with cost other than buy booze.  This is my bestfriend but I can't just suck up the cost of the whole event.  Any suggestions? Thanks MOH in need of lots of help","Etiquette and Advice"
10912,63581,"What do you do when the Bride thinks she has to plan her own shower?","As the MOH I was more than willing to host & throw a bridal shower, to keep cost down I wanted to do a home cooked lunchon, no alcohol. Close friends & family enjoying the day.  But I've been informed by the bride my house isn't good enough & she wants the event catered with a full bar.  There are 4 bridesmaid but none of them are willing to help with cost other than buy booze.  This is my bestfriend but I can't just suck up the cost of the whole event.  Any suggestions? Thanks MOH in need of lots of help","Fun Stuff"
10918,39625,Hello!,"Hi Ladies,
I've built a completely free website for women who might be interested in losing weight together. I'm not a corporation, just a girl who wants to lose some weight and get fit before the big day with a little encouragement from other women. I tried joining other sites, but lost interest with the 8 million ads and how impersonal they all were, everything was competitive.
Check it out, and if you're interested in joining all the details are there!
http://keepingthingslight.club.officelive.com","Beauty and Attire"
10918,39625,Hello!,"Hi Ladies,
I've built a completely free website for women who might be interested in losing weight together. I'm not a corporation, just a girl who wants to lose some weight and get fit before the big day with a little encouragement from other women. I tried joining other sites, but lost interest with the 8 million ads and how impersonal they all were, everything was competitive.
Check it out, and if you're interested in joining all the details are there!
http://keepingthingslight.club.officelive.com","Fun Stuff"
10919,39625,"Hi Everyone!","Hi Ladies,
I've built a completely free website for women who might be interested in losing weight together. I'm not a corporation, just a girl who wants to lose some weight and get fit before the big day with a little encouragement from other women. I tried joining other sites, but lost interest with the 8 million ads and how impersonal they all were, everything was competitive.
Check it out, and if you're interested in joining all the details are there!
http://keepingthingslight.club.officelive.com","Beauty and Attire"
10919,39625,"Hi Everyone!","Hi Ladies,
I've built a completely free website for women who might be interested in losing weight together. I'm not a corporation, just a girl who wants to lose some weight and get fit before the big day with a little encouragement from other women. I tried joining other sites, but lost interest with the 8 million ads and how impersonal they all were, everything was competitive.
Check it out, and if you're interested in joining all the details are there!
http://keepingthingslight.club.officelive.com","Fun Stuff"
10927,44285,"Clashing Ideas... how to handle the situation...","My fiance and I have been engaged for some time and we just started planning.  His mom likes to be very involved and I like her to be but we already had so many clashing moments because she is 60 and weddings are done a little differently now. I really like this hall, but it is a little on the pricey side. His mom really wants to check out the VFW and KofC halls which I wouldnt mind doing but the names definetly throw me off because all of the ones in my area are not nice-at all.  I told my fiance the situation and how I didnt like them for the name but I could change my mind if we find a nice one, so when his mom brings up the topic to him he tells her that I dont like them for the name, and now she thinks im a have a rich b*tch way of thinking, and when im around her I feel like I am walking on glass around her.  I dont plan on spending too much on my wedding, but I dont want to get married in a hall that was decorated in the 60s.  Any thoughts?",Planning
10930,60669,"Problems balancing the planning and keeping everyone happy!","I am just starting my wedding planning and I'm already running into major problems. My fiance and I were originally planning a small wedding in June because we don't have a lot of money and I didn't think my parents could afford a big wedding. My parents have informed me that they are going to pay for everything and I shouldn't worry about money. We had decided on about 100 guests or less and my mom has made my list to be about 200, and my parents told us that a requirement to their paying was that we take 6 months of pre-marital counseling moving our date to beginning of September. Now my mom wants me to move the date again to the end of Sept. because she is pregnant and due the middle of Aug. I don't really care, but my fiance is getting frustrated and he refuses to change the date again. I just feel caught in the middle! This is my wedding and I feel like my parents and my fiance are taking over the planning and nothing I want matters. They're all driving me crazy! ","Etiquette and Advice"
